Time,Open,Close,High,Low,Volume,Real
1514817000000,12919.000000000000000000000,12989.000000000000000000000,12998.000000000000000000000,12844.000000000000000000000,610.226888450000000000000,1.000000000000000000000
1514817900000,12990.000000000000000000000,13193.444290020000000000000,13200.000000000000000000000,12945.000000000000000000000,539.647550740000000000000,1.000000000000000000000
1514818800000,13171.000000000000000000000,13139.000000000000000000000,13200.000000000000000000000,13102.000000000000000000000,305.839763100000000000000,1.000000000000000000000
1514819700000,13139.000000000000000000000,13280.000000000000000000000,13290.000000000000000000000,13085.000000000000000000000,435.072395750000000000000,1.000000000000000000000
1514820600000,13279.000000000000000000000,13193.000000000000000000000,13283.000000000000000000000,13177.000000000000000000000,242.017479710000000000000,1.000000000000000000000
1514821500000,13194.000000000000000000000,13208.000000000000000000000,13275.000000000000000000000,13188.000000000000000000000,246.621648840000000000000,1.000000000000000000000
1514822400000,13208.000000000000000000000,13170.000000000000000000000,13209.000000000000000000000,13093.000000000000000000000,252.919699990000000000000,1.000000000000000000000
1514823300000,13170.000000000000000000000,13033.000000000000000000000,13177.000000000000000000000,13001.000000000000000000000,298.465822920000000000000,1.000000000000000000000
1514824200000,13024.000000000000000000000,13100.000000000000000000000,13102.000000000000000000000,12969.000000000000000000000,279.498131550000000000000,1.000000000000000000000
1514825100000,13101.000000000000000000000,12997.000000000000000000000,13130.000000000000000000000,12979.000000000000000000000,211.536724670000000000000,1.000000000000000000000
1514826000000,12999.000000000000000000000,13081.000000000000000000000,13121.493130460000000000000,12998.000000000000000000000,160.192298970000000000000,1.000000000000000000000
1514826900000,13081.000000000000000000000,13147.000000000000000000000,13164.000000000000000000000,13055.000000000000000000000,221.615398540000000000000,1.000000000000000000000
1514827800000,13149.000000000000000000000,13082.000000000000000000000,13177.000000000000000000000,13065.000000000000000000000,161.895724280000000000000,1.000000000000000000000
1514828700000,13089.000000000000000000000,12993.000000000000000000000,13119.000000000000000000000,12986.000000000000000000000,160.843706200000000000000,1.000000000000000000000
1514829600000,12993.000000000000000000000,13059.000000000000000000000,13083.000000000000000000000,12950.009533530000000000000,171.049072900000000000000,1.000000000000000000000
1514830500000,13059.000000000000000000000,13219.000000000000000000000,13289.000000000000000000000,13027.000000000000000000000,735.907387810000000000000,1.000000000000000000000
1514831400000,13223.000000000000000000000,13191.000000000000000000000,13224.000000000000000000000,13107.476018080000000000000,176.106712380000000000000,1.000000000000000000000
1514832300000,13192.000000000000000000000,13105.000000000000000000000,13194.000000000000000000000,13053.000000000000000000000,390.557172300000000000000,1.000000000000000000000
1514833200000,13106.000000000000000000000,13079.000000000000000000000,13132.000000000000000000000,13050.000000000000000000000,193.950181710000000000000,1.000000000000000000000
1514834100000,13079.000000000000000000000,13147.000000000000000000000,13198.000000000000000000000,13050.000000000000000000000,173.757516810000000000000,1.000000000000000000000
1514835000000,13142.000000000000000000000,13230.000000000000000000000,13250.000000000000000000000,13106.000000000000000000000,226.230108430000000000000,1.000000000000000000000
1514835900000,13230.000000000000000000000,13249.000000000000000000000,13253.000000000000000000000,13192.761098470000000000000,191.759230570000000000000,1.000000000000000000000
1514836800000,13249.000000000000000000000,13454.000000000000000000000,13499.000000000000000000000,13249.000000000000000000000,736.238503580000000000000,1.000000000000000000000
1514837700000,13457.000000000000000000000,13396.000000000000000000000,13468.000000000000000000000,13341.709689590000000000000,283.724519490000000000000,1.000000000000000000000
1514838600000,13399.000000000000000000000,13449.000000000000000000000,13475.000000000000000000000,13375.000000000000000000000,305.603832100000000000000,1.000000000000000000000
1514839500000,13450.000000000000000000000,13404.000000000000000000000,13466.634314390000000000000,13365.000000000000000000000,231.341703410000000000000,1.000000000000000000000
1514840400000,13404.000000000000000000000,13556.000000000000000000000,13641.000000000000000000000,13382.000000000000000000000,852.308029670000000000000,1.000000000000000000000
1514841300000,13557.000000000000000000000,13598.766129090000000000000,13610.778112240000000000000,13534.000000000000000000000,199.695480050000000000000,1.000000000000000000000
1514842200000,13598.766129090000000000000,13525.000000000000000000000,13662.000000000000000000000,13493.000000000000000000000,451.585901510000000000000,1.000000000000000000000
1514843100000,13524.000000000000000000000,13505.000000000000000000000,13577.000000000000000000000,13505.000000000000000000000,215.171923510000000000000,1.000000000000000000000
1514844000000,13505.000000000000000000000,13617.000000000000000000000,13621.000000000000000000000,13465.000000000000000000000,284.829887640000000000000,1.000000000000000000000
1514844900000,13618.000000000000000000000,13544.000000000000000000000,13637.000000000000000000000,13516.000000000000000000000,146.085304320000000000000,1.000000000000000000000
1514845800000,13545.000000000000000000000,13533.000000000000000000000,13567.000000000000000000000,13472.000000000000000000000,175.593573950000000000000,1.000000000000000000000
1514846700000,13533.000000000000000000000,13483.000000000000000000000,13579.000000000000000000000,13468.000000000000000000000,266.362215080000000000000,1.000000000000000000000
1514847600000,13478.000000000000000000000,13442.000000000000000000000,13492.000000000000000000000,13397.000000000000000000000,280.772013050000000000000,1.000000000000000000000
1514848500000,13442.000000000000000000000,13450.000000000000000000000,13450.000000000000000000000,13372.000000000000000000000,227.849316180000000000000,1.000000000000000000000
1514849400000,13447.000000000000000000000,13416.000000000000000000000,13461.000000000000000000000,13372.000000000000000000000,249.630435490000000000000,1.000000000000000000000
1514850300000,13416.000000000000000000000,13376.000000000000000000000,13425.000000000000000000000,13341.000000000000000000000,322.505818510000000000000,1.000000000000000000000
1514851200000,13375.000000000000000000000,13500.000000000000000000000,13551.919394790000000000000,13373.000000000000000000000,330.278438350000000000000,1.000000000000000000000
1514852100000,13500.000000000000000000000,13751.000000000000000000000,13774.000000000000000000000,13500.000000000000000000000,516.400652620000000000000,1.000000000000000000000
1514853000000,13757.000000000000000000000,13766.000000000000000000000,13898.000000000000000000000,13743.000000000000000000000,1128.949657310000000000000,1.000000000000000000000
1514853900000,13767.000000000000000000000,13817.000000000000000000000,13823.000000000000000000000,13735.702737050000000000000,764.266568460000000000000,1.000000000000000000000
1514854800000,13816.000000000000000000000,13725.622203360000000000000,13863.000000000000000000000,13685.949300430000000000000,432.956270600000000000000,1.000000000000000000000
1514855700000,13724.000000000000000000000,13749.000000000000000000000,13798.000000000000000000000,13692.000000000000000000000,272.905800730000000000000,1.000000000000000000000
1514856600000,13755.000000000000000000000,13676.000000000000000000000,13764.000000000000000000000,13655.000000000000000000000,340.428729370000000000000,1.000000000000000000000
1514857500000,13670.000000000000000000000,13611.000000000000000000000,13719.000000000000000000000,13609.000000000000000000000,502.767393460000000000000,1.000000000000000000000
1514858400000,13612.000000000000000000000,13582.000000000000000000000,13656.000000000000000000000,13546.000000000000000000000,503.880313720000000000000,1.000000000000000000000
1514859300000,13580.000000000000000000000,13442.000000000000000000000,13632.000000000000000000000,13416.000000000000000000000,770.346745540000000000000,1.000000000000000000000
1514860200000,13439.496418620000000000000,13515.000000000000000000000,13543.000000000000000000000,13425.069908460000000000000,420.245596070000000000000,1.000000000000000000000
1514861100000,13515.000000000000000000000,13550.000000000000000000000,13584.000000000000000000000,13482.000000000000000000000,314.440320350000000000000,1.000000000000000000000
1514862000000,13551.000000000000000000000,13337.000000000000000000000,13551.000000000000000000000,13267.000000000000000000000,555.179977070000000000000,1.000000000000000000000
1514862900000,13344.899633910000000000000,13344.000000000000000000000,13441.000000000000000000000,13200.000000000000000000000,857.675546410000000000000,1.000000000000000000000
1514863800000,13344.000000000000000000000,13387.000000000000000000000,13467.000000000000000000000,13310.000000000000000000000,323.254189420000000000000,1.000000000000000000000
1514864700000,13382.000000000000000000000,13316.000000000000000000000,13432.000000000000000000000,13281.000000000000000000000,430.404098170000000000000,1.000000000000000000000
1514865600000,13316.000000000000000000000,13371.000000000000000000000,13376.000000000000000000000,13253.000000000000000000000,282.034073290000000000000,1.000000000000000000000
1514866500000,13370.000000000000000000000,12984.000000000000000000000,13382.000000000000000000000,12904.334409600000000000000,1642.815640200000000000000,1.000000000000000000000
1514867400000,12984.000000000000000000000,13015.000000000000000000000,13036.000000000000000000000,12795.000000000000000000000,1147.413058770000000000000,1.000000000000000000000
1514868300000,13016.000000000000000000000,13045.000000000000000000000,13125.000000000000000000000,13003.000000000000000000000,310.350949740000000000000,1.000000000000000000000
1514869200000,13045.000000000000000000000,13125.000000000000000000000,13166.000000000000000000000,13027.000000000000000000000,207.300126050000000000000,1.000000000000000000000
1514870100000,13126.000000000000000000000,13143.000000000000000000000,13162.000000000000000000000,12997.000000000000000000000,412.697596780000000000000,1.000000000000000000000
1514871000000,13143.000000000000000000000,13065.000000000000000000000,13156.000000000000000000000,13000.000000000000000000000,413.179986020000000000000,1.000000000000000000000
1514871900000,13065.000000000000000000000,13091.000000000000000000000,13119.000000000000000000000,13000.000000000000000000000,366.096418840000000000000,1.000000000000000000000
1514872800000,13091.000000000000000000000,13050.000000000000000000000,13095.000000000000000000000,13008.000000000000000000000,153.531555050000000000000,1.000000000000000000000
1514873700000,13050.000000000000000000000,13170.000000000000000000000,13186.895154500000000000000,13038.000000000000000000000,189.344308690000000000000,1.000000000000000000000
1514874600000,13170.000000000000000000000,13282.000000000000000000000,13287.000000000000000000000,13164.000000000000000000000,334.331855870000000000000,1.000000000000000000000
1514875500000,13281.000000000000000000000,13266.000000000000000000000,13327.000000000000000000000,13228.000000000000000000000,158.020223090000000000000,1.000000000000000000000
1514876400000,13266.000000000000000000000,13207.000000000000000000000,13268.000000000000000000000,13202.000000000000000000000,281.241445840000000000000,1.000000000000000000000
1514877300000,13208.000000000000000000000,13235.000000000000000000000,13236.000000000000000000000,13144.787561180000000000000,115.602926940000000000000,1.000000000000000000000
1514878200000,13235.000000000000000000000,13270.000000000000000000000,13317.000000000000000000000,13229.000000000000000000000,230.796516740000000000000,1.000000000000000000000
1514879100000,13270.000000000000000000000,13354.000000000000000000000,13370.000000000000000000000,13270.000000000000000000000,224.111250450000000000000,1.000000000000000000000
1514880000000,13355.000000000000000000000,13409.000000000000000000000,13435.000000000000000000000,13342.000000000000000000000,188.272340250000000000000,1.000000000000000000000
1514880900000,13409.000000000000000000000,13372.000000000000000000000,13452.000000000000000000000,13352.000000000000000000000,253.123253820000000000000,1.000000000000000000000
1514881800000,13372.000000000000000000000,13393.000000000000000000000,13415.635481910000000000000,13358.000000000000000000000,184.312939280000000000000,1.000000000000000000000
1514882700000,13390.000000000000000000000,13376.000000000000000000000,13409.000000000000000000000,13326.153449540000000000000,190.823280950000000000000,1.000000000000000000000
1514883600000,13376.000000000000000000000,13510.000000000000000000000,13568.000000000000000000000,13372.000000000000000000000,650.436940050000000000000,1.000000000000000000000
1514884500000,13509.000000000000000000000,13511.000000000000000000000,13525.000000000000000000000,13440.000000000000000000000,320.459459180000000000000,1.000000000000000000000
1514885400000,13511.000000000000000000000,13498.000000000000000000000,13525.000000000000000000000,13445.000000000000000000000,139.649302940000000000000,1.000000000000000000000
1514886300000,13498.000000000000000000000,13492.000000000000000000000,13539.000000000000000000000,13470.000000000000000000000,206.775530410000000000000,1.000000000000000000000
1514887200000,13493.000000000000000000000,13611.000000000000000000000,13615.000000000000000000000,13491.000000000000000000000,381.820258460000000000000,1.000000000000000000000
1514888100000,13613.000000000000000000000,13602.000000000000000000000,13632.000000000000000000000,13574.000000000000000000000,154.657514920000000000000,1.000000000000000000000
1514889000000,13601.000000000000000000000,13620.000000000000000000000,13665.000000000000000000000,13550.000000000000000000000,309.274983350000000000000,1.000000000000000000000
1514889900000,13620.000000000000000000000,13631.000000000000000000000,13679.000000000000000000000,13610.000000000000000000000,251.779050510000000000000,1.000000000000000000000
1514890800000,13631.000000000000000000000,13545.000000000000000000000,13631.000000000000000000000,13533.000000000000000000000,327.756613580000000000000,1.000000000000000000000
1514891700000,13545.000000000000000000000,13494.000000000000000000000,13546.000000000000000000000,13476.000000000000000000000,216.139865780000000000000,1.000000000000000000000
1514892600000,13488.000000000000000000000,13466.000000000000000000000,13493.000000000000000000000,13426.000000000000000000000,290.824003440000000000000,1.000000000000000000000
1514893500000,13466.000000000000000000000,13532.000000000000000000000,13566.000000000000000000000,13457.000000000000000000000,184.031043160000000000000,1.000000000000000000000
1514894400000,13531.000000000000000000000,13570.000000000000000000000,13625.000000000000000000000,13525.000000000000000000000,299.490273440000000000000,1.000000000000000000000
1514895300000,13578.000000000000000000000,13601.000000000000000000000,13601.000000000000000000000,13533.000000000000000000000,211.875528650000000000000,1.000000000000000000000
1514896200000,13601.000000000000000000000,13570.804301320000000000000,13606.000000000000000000000,13516.000000000000000000000,211.817914430000000000000,1.000000000000000000000
1514897100000,13570.000000000000000000000,13578.000000000000000000000,13582.000000000000000000000,13503.203781770000000000000,287.490949790000000000000,1.000000000000000000000
1514898000000,13578.000000000000000000000,13815.000000000000000000000,13870.000000000000000000000,13565.000000000000000000000,816.512233110000000000000,1.000000000000000000000
1514898900000,13802.000000000000000000000,13786.000000000000000000000,13814.000000000000000000000,13714.000000000000000000000,506.693909730000000000000,1.000000000000000000000
1514899800000,13786.000000000000000000000,13918.000000000000000000000,13926.000000000000000000000,13754.000000000000000000000,550.468405960000000000000,1.000000000000000000000
1514900700000,13919.000000000000000000000,13946.000000000000000000000,13979.000000000000000000000,13862.000000000000000000000,568.811982260000000000000,1.000000000000000000000
1514901600000,13946.000000000000000000000,13829.000000000000000000000,13969.000000000000000000000,13828.000000000000000000000,535.173727160000000000000,1.000000000000000000000
1514902500000,13829.000000000000000000000,13886.000000000000000000000,13911.000000000000000000000,13778.000000000000000000000,351.281800160000000000000,1.000000000000000000000
1514903400000,13885.000000000000000000000,13829.000000000000000000000,13899.000000000000000000000,13822.000000000000000000000,350.253995140000000000000,1.000000000000000000000
1514904300000,13826.000000000000000000000,13788.000000000000000000000,13849.000000000000000000000,13744.000000000000000000000,305.036085280000000000000,1.000000000000000000000
1514905200000,13787.000000000000000000000,13794.000000000000000000000,13884.000000000000000000000,13787.000000000000000000000,190.868411160000000000000,1.000000000000000000000
1514906100000,13794.000000000000000000000,13670.000000000000000000000,13795.000000000000000000000,13657.000000000000000000000,486.558892220000000000000,1.000000000000000000000
1514907000000,13670.000000000000000000000,13640.000000000000000000000,13687.000000000000000000000,13577.000000000000000000000,464.202571270000000000000,1.000000000000000000000
1514907900000,13639.000000000000000000000,13712.000000000000000000000,13778.000000000000000000000,13636.000000000000000000000,388.088273820000000000000,1.000000000000000000000
1514908800000,13711.000000000000000000000,13825.000000000000000000000,13828.000000000000000000000,13700.000000000000000000000,287.749537820000000000000,1.000000000000000000000
1514909700000,13828.000000000000000000000,13856.000000000000000000000,13895.000000000000000000000,13826.000000000000000000000,274.656928800000000000000,1.000000000000000000000
1514910600000,13856.000000000000000000000,13737.000000000000000000000,13857.000000000000000000000,13724.000000000000000000000,234.774672090000000000000,1.000000000000000000000
1514911500000,13737.000000000000000000000,13675.000000000000000000000,13800.000000000000000000000,13663.000000000000000000000,581.469859320000000000000,1.000000000000000000000
1514912400000,13675.000000000000000000000,13723.000000000000000000000,13764.000000000000000000000,13674.000000000000000000000,434.855447740000000000000,1.000000000000000000000
1514913300000,13724.000000000000000000000,13808.000000000000000000000,13809.000000000000000000000,13715.000000000000000000000,501.233326550000000000000,1.000000000000000000000
1514914200000,13808.000000000000000000000,13777.000000000000000000000,13835.000000000000000000000,13777.000000000000000000000,525.686663200000000000000,1.000000000000000000000
1514915100000,13777.000000000000000000000,13889.000000000000000000000,13938.000000000000000000000,13777.000000000000000000000,529.614038050000000000000,1.000000000000000000000
1514916000000,13889.000000000000000000000,14136.000000000000000000000,14156.000000000000000000000,13888.000000000000000000000,1421.691268800000000000000,1.000000000000000000000
1514916900000,14136.000000000000000000000,14440.000000000000000000000,14445.000000000000000000000,14036.381780910000000000000,2432.595573430000000000000,1.000000000000000000000
1514917800000,14445.000000000000000000000,14745.000000000000000000000,14785.000000000000000000000,14420.000000000000000000000,2895.145928280000000000000,1.000000000000000000000
1514918700000,14745.000000000000000000000,14616.000000000000000000000,14786.000000000000000000000,14501.000000000000000000000,1830.429414160000000000000,1.000000000000000000000
1514919600000,14616.000000000000000000000,14890.000000000000000000000,14900.000000000000000000000,14601.000000000000000000000,1037.503303290000000000000,1.000000000000000000000
1514920500000,14890.000000000000000000000,15119.000000000000000000000,15500.000000000000000000000,14864.000000000000000000000,3565.389042000000000000000,1.000000000000000000000
1514921400000,15102.488921990000000000000,14997.644002090000000000000,15171.000000000000000000000,14831.000000000000000000000,2134.291345900000000000000,1.000000000000000000000
1514922300000,14993.000000000000000000000,14820.000000000000000000000,15039.000000000000000000000,14751.000000000000000000000,1127.467153830000000000000,1.000000000000000000000
1514923200000,14821.000000000000000000000,15200.000000000000000000000,15248.000000000000000000000,14821.000000000000000000000,1049.603913230000000000000,1.000000000000000000000
1514924100000,15200.000000000000000000000,15201.000000000000000000000,15285.000000000000000000000,15080.000000000000000000000,1513.290171260000000000000,1.000000000000000000000
1514925000000,15201.000000000000000000000,15028.000000000000000000000,15202.000000000000000000000,15010.000000000000000000000,1254.611898000000000000000,1.000000000000000000000
1514925900000,15028.000000000000000000000,14826.000000000000000000000,15050.000000000000000000000,14826.000000000000000000000,754.952936050000000000000,1.000000000000000000000
1514926800000,14827.000000000000000000000,14988.000000000000000000000,15016.000000000000000000000,14826.000000000000000000000,484.031115720000000000000,1.000000000000000000000
1514927700000,14988.000000000000000000000,14719.000000000000000000000,15000.000000000000000000000,14700.000000000000000000000,627.251863450000000000000,1.000000000000000000000
1514928600000,14719.475611140000000000000,14757.000000000000000000000,14806.000000000000000000000,14718.000000000000000000000,584.624353130000000000000,1.000000000000000000000
1514929500000,14749.000000000000000000000,14802.000000000000000000000,14870.000000000000000000000,14731.000000000000000000000,369.106289730000000000000,1.000000000000000000000
1514930400000,14802.000000000000000000000,14949.294684170000000000000,14968.000000000000000000000,14802.000000000000000000000,420.288211010000000000000,1.000000000000000000000
1514931300000,14950.000000000000000000000,14946.000000000000000000000,15025.000000000000000000000,14929.000000000000000000000,1050.034504780000000000000,1.000000000000000000000
1514932200000,14945.000000000000000000000,14814.000000000000000000000,14945.000000000000000000000,14773.000000000000000000000,548.546621090000000000000,1.000000000000000000000
1514933100000,14813.000000000000000000000,14803.000000000000000000000,14862.000000000000000000000,14783.000000000000000000000,377.173200470000000000000,1.000000000000000000000
1514934000000,14803.000000000000000000000,14748.000000000000000000000,14851.000000000000000000000,14730.000000000000000000000,434.624471020000000000000,1.000000000000000000000
1514934900000,14748.000000000000000000000,14721.000000000000000000000,14771.000000000000000000000,14637.000000000000000000000,483.732931720000000000000,1.000000000000000000000
1514935800000,14725.000000000000000000000,14771.000000000000000000000,14772.000000000000000000000,14636.000000000000000000000,293.205216460000000000000,1.000000000000000000000
1514936700000,14772.000000000000000000000,14722.000000000000000000000,14892.000000000000000000000,14700.000000000000000000000,425.311965370000000000000,1.000000000000000000000
1514937600000,14717.000000000000000000000,14815.000000000000000000000,14825.000000000000000000000,14692.000000000000000000000,392.268613410000000000000,1.000000000000000000000
1514938500000,14814.000000000000000000000,14852.000000000000000000000,14960.000000000000000000000,14806.000000000000000000000,536.716339330000000000000,1.000000000000000000000
1514939400000,14852.000000000000000000000,14759.000000000000000000000,14905.000000000000000000000,14751.000000000000000000000,506.588001960000000000000,1.000000000000000000000
1514940300000,14758.000000000000000000000,14796.000000000000000000000,14806.498990710000000000000,14712.000000000000000000000,200.918384490000000000000,1.000000000000000000000
1514941200000,14801.000000000000000000000,14835.000000000000000000000,14854.000000000000000000000,14755.000000000000000000000,192.970947680000000000000,1.000000000000000000000
1514942100000,14839.000000000000000000000,14765.000000000000000000000,14855.744458510000000000000,14732.000000000000000000000,331.780046700000000000000,1.000000000000000000000
1514943000000,14765.000000000000000000000,14806.000000000000000000000,14819.000000000000000000000,14720.000000000000000000000,296.569266130000000000000,1.000000000000000000000
